Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State,Ale,Category
Sly Fox Christmas Ale 2012 (2012),926,0.055,16,164-372,Winter Warmer,12,Sly Fox Brewing Company,Pottstown,PA,Other,Other
Odyssey Imperial IPA,894,0.084,90,164-372,American Double / Imperial IPA,12,Sly Fox Brewing Company,Pottstown,PA,IPA,IPA
Oktoberfest Lager,166,0.058,25,164-372,Märzen / Oktoberfest,12,Sly Fox Brewing Company,Pottstown,PA,Other,Other
113 IPA,24,0.07,113,164-372,American IPA,12,Sly Fox Brewing Company,Pottstown,PA,IPA,IPA
Dunkel Lager,23,0.053,21,164-372,Munich Dunkel Lager,12,Sly Fox Brewing Company,Pottstown,PA,Other,Lager
Royal Weisse Ale,22,0.056,11,164-372,Hefeweizen,12,Sly Fox Brewing Company,Pottstown,PA,Other,Other
Pikeland Pils,21,0.049,44,164-372,German Pilsener,12,Sly Fox Brewing Company,Pottstown,PA,Other,Pilsner
Phoenix Pale Ale,20,0.051,40,164-372,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown,PA,Ale,Ale
Rule G IPA,2407,0.07,88,116,American IPA,12,Smartmouth Brewing Company,Norfolk,VA,IPA,IPA
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk,VA,Ale,Ale
Alter Ego ,2405,0.062,33,116,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk,VA,Ale,Ale
Monarch Pilsner,2234,0.05,23.133333333333333,192,American Pilsner,12,Snake River Brewing Company,Jackson,WY,Other,Pilsner
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson,WY,Ale,Ale
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12,Snake River Brewing Company,Jackson,WY,Other,Stout
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,Snake River Brewing Company,Jackson,WY,Ale,Ale
Snake River Lager,406,0.05,18,192,Vienna Lager,12,Snake River Brewing Company,Jackson,WY,Other,Lager
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson,WY,Ale,Ale
Pako’s EyePA,393,0.068,60,192,American IPA,12,Snake River Brewing Company,Jackson,WY,IPA,IPA
Thanksgiving Ale,1798,0.05,21.77777777777778,310,Kölsch,12,Sockeye Brewing Company,Boise,ID,Other,Other
Double Dagger Imperial IPA,1655,0.092,92.45454545454545,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise,ID,IPA,IPA
Dagger Falls IPA,1596,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,ID,IPA,IPA
Dagger Falls IPA,1595,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,ID,IPA,IPA
Socktoberfest,1482,0.06,23.59090909090909,310,Märzen / Oktoberfest,16,Sockeye Brewing Company,Boise,ID,Other,Other
Hopnoxious Imperial IPA,1447,0.079,92.45454545454545,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise,ID,IPA,IPA
Barrel Aged Seven Devils Imperial Stout,1425,0.099,62,310,American Double / Imperial Stout,12,Sockeye Brewing Company,Boise,ID,Other,Stout
Boise Co-Op Two Score Ale,1424,0.055,28.391304347826086,310,Saison / Farmhouse Ale,16,Sockeye Brewing Company,Boise,ID,Ale,Ale
Sockeye Belgian Style Summer Ale,1298,0.05,16.208333333333332,310,Witbier,16,Sockeye Brewing Company,Boise,ID,Other,Other
Sockeye Maibock,1181,0.064,27.5,310,Maibock / Helles Bock,12,Sockeye Brewing Company,Boise,ID,Other,Other
Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12,Sockeye Brewing Company,Boise,ID,Other,Other
Galena Golden,1152,0.043,21.126984126984127,310,American Blonde Ale,12,Sockeye Brewing Company,Boise,ID,Ale,Ale
Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,Sockeye Brewing Company,Boise,ID,Ale,Ale
Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise,ID,Ale,Ale
Power House Porter,1076,0.057,31.625,310,American Porter,12,Sockeye Brewing Company,Boise,ID,Other,Porter
Winterfest,995,0.084,90,310,American Strong Ale,16,Sockeye Brewing Company,Boise,ID,Ale,Ale
Dagger Falls IPA,879,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,ID,IPA,IPA
LuckenBock,1972,0.07,18,258,Bock,16,South Austin Brewery,South Austin,TX,Other,Other
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16,South Austin Brewery,South Austin,TX,IPA,IPA
6 String Saison,1970,0.08,28.391304347826086,258,Saison / Farmhouse Ale,16,South Austin Brewery,South Austin,TX,Ale,Ale
Kol' Beer,1969,0.05,22,258,Kölsch,16,South Austin Brewery,South Austin,TX,Other,Other
Montauk Light,2024,0.035,11.666666666666666,250,Light Lager,12,Southampton Publick House,Southampton,NY,Other,Lager
Na Zdraví Pilsner,1283,0.048,32,437,Czech Pilsener,16,Southern Oregon Brewing Company,Medford,OR,Other,Pilsner
Nice Rack IPA,1282,0.055,65,437,American IPA,16,Southern Oregon Brewing Company,Medford,OR,IPA,IPA
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,IPA,IPA
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,IPA,IPA
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12,Southern Prohibition Brewing Com...,Hattiesburg,MS,Other,Other
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,Southern Prohibition Brewing Com...,Hattiesburg,MS,Ale,Ale
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,Southern Prohibition Brewing Com...,Hattiesburg,MS,Ale,Ale
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,Ale,Ale
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,Other,Stout
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,Ale,Ale
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,Southern Prohibition Brewing Com...,Hattiesburg,MS,Ale,Ale
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Walloon,2267,0.055,28.391304347826086,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe,TX,Other,Other
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe,TX,IPA,IPA
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe,TX,IPA,IPA
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe,TX,IPA,IPA
Old Potentate,1010,0.072,40,119,Old Ale,12,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,Southern Star Brewing Company,Conroe,TX,Ale,Ale
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe,TX,IPA,IPA
Walloon (2014),691,0.055,28.391304347826086,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe,TX,Other,Other
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12,Southern Star Brewing Company,Conroe,TX,Other,Stout
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,Southern Star Brewing Company,Conroe,TX,Ale,Ale
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,Speakasy Ales & Lagers,San Francisco,CA,IPA,IPA
Hopluia (2004),763,0.052,54.714285714285715,509,English India Pale Ale (IPA),16,Spilker Ales,Cortland,NE,IPA,IPA
Ball & Chain (2014),2271,0.058,44.619354838709675,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago,IL,Ale,Ale
Bitter Biker Double IPA,2206,0.096,92.45454545454545,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago,IL,IPA,IPA
God Damn Pigeon Porter,2136,0.082,31.625,176,American Porter,16,Spiteful Brewing Company,Chicago,IL,Other,Porter
Working for the Weekend,2135,0.079,92.45454545454545,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago,IL,IPA,IPA
Angry Adam,2134,0.06,35.69135802469136,176,American Amber / Red Ale,16,Spiteful Brewing Company,Chicago,IL,Ale,Ale
Freedom Fries,2109,0.055,41.23529411764706,176,American Stout,16,Spiteful Brewing Company,Chicago,IL,Other,Stout
Bitter Biker Double IPA,1821,0.096,92.45454545454545,176,American Double / Imperial IPA,12,Spiteful Brewing Company,Chicago,IL,IPA,IPA
Ghost Bike Pale Ale,1820,0.073,44.619354838709675,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago,IL,Ale,Ale
Spiteful IPA,1819,0.062,67.57516339869281,176,American IPA,12,Spiteful Brewing Company,Chicago,IL,IPA,IPA
Alley Time,1634,0.06,44.619354838709675,176,American Pale Ale (APA),12,Spiteful Brewing Company,Chicago,IL,Ale,Ale
Fat Badger,1633,0.058,28,176,Irish Red Ale,12,Spiteful Brewing Company,Chicago,IL,Ale,Ale
In the Weeds,1632,0.055,20.467741935483872,176,American Pale Wheat Ale,12,Spiteful Brewing Company,Chicago,IL,Ale,Ale
Special Amber,855,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale,WI,Other,Lager
Special Amber,445,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale,WI,Other,Lager
Seven Gates Pale Ale,1587,0.056,44.619354838709675,373,American Pale Ale (APA),12,Spring House Brewing Company,Conestoga,PA,Ale,Ale
Starr Pils,1544,0.042,20,384,German Pilsener,12,Starr Hill Brewery,Crozet,VA,Other,Pilsner
Northern Lights India Pale Ale,1205,0.065,52,384,American IPA,16,Starr Hill Brewery,Crozet,VA,IPA,IPA
Festie,369,0.048,12,384,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet,VA,Other,Other
Northern Lights India Pale Ale,368,0.065,52,384,American IPA,12,Starr Hill Brewery,Crozet,VA,IPA,IPA
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,Steamworks Brewing Company,Durango,CO,Ale,Ale
Colorado Kölsch,92,0.049,17,120,Kölsch,12,Steamworks Brewing Company,Durango,CO,Other,Other
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12,Steamworks Brewing Company,Durango,CO,Other,Lager
Third Eye Pale Ale,90,0.065,65,120,American IPA,12,Steamworks Brewing Company,Durango,CO,IPA,IPA
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Point Special,2365,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Special,2228,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12,Stevens Point Brewery,Stevens Point,WI,IPA,IPA
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16,Stevens Point Brewery,Stevens Point,WI,Other,Lager
St. Benedict's Winter Ale,1450,0.062,24.625,132,Winter Warmer,12,Stevens Point Brewery,Stevens Point,WI,Other,Other
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16,Stevens Point Brewery,Stevens Point,WI,Other,Other
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Drop Dead Blonde,684,0.035,21.126984126984127,132,American Blonde Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Three Kings Ale,650,0.049,13,132,Kölsch,12,Stevens Point Brewery,Stevens Point,WI,Other,Other
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12,Stevens Point Brewery,Stevens Point,WI,Other,Other
2012 Black Ale,357,0.054,32,132,American Brown Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point,WI,Ale,Ale
Point Amber Classic,139,0.047,14,132,American Amber / Red Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Point Special Lager,138,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point,WI,Other,Lager
Wisco Disco,953,0.051,31,487,American Amber / Red Ale,16,Stillmank Beer Company,Green Bay,WI,Ale,Ale
Brontide,1983,0.05,68.9,256,American Black Ale,12,Stillwater Artisanal Ales,Baltimore,MD,Ale,Ale
Brontide,1631,0.05,68.9,256,American Black Ale,12,Stillwater Artisanal Ales,Baltimore,MD,Ale,Ale
Classique,1344,0.045,28.391304347826086,256,Saison / Farmhouse Ale,12,Stillwater Artisanal Ales,Baltimore,MD,Ale,Ale
Sunsplash Golden Ale (2004),922,0.045,21.126984126984127,493,American Blonde Ale,12,Stone Coast Brewing Company,Portland,ME,Ale,Ale
Sand Island Lighthouse,1410,0.051,25,413,Kölsch,12,Straight to Ale,Huntsville,AL,Other,Other
Lily Flagg Milk Stout,925,0.05,30,413,Milk / Sweet Stout,12,Straight to Ale,Huntsville,AL,Other,Stout
Monkeynaut IPA,637,0.072,70,413,American IPA,12,Straight to Ale,Huntsville,AL,IPA,IPA
Straub Beer (Current),2369,0.05,11,130,American Adjunct Lager,12,Straub Brewery,St Mary's,PA,Other,Lager
American Lager,2233,0.041,8,130,American Adjunct Lager,12,Straub Brewery,St Mary's,PA,Other,Lager
American Amber,2232,0.041,8,130,American Amber / Red Lager,12,Straub Brewery,St Mary's,PA,Other,Lager
American Light,2231,0.032,13,130,Light Lager,12,Straub Brewery,St Mary's,PA,Other,Lager
Extra Pale Ale,2352,0.053,49,139-59,American Pale Ale (APA),12,Summit Brewing Company,St Paul,MN,Ale,Ale
Make It So,2549,0.053,40,139-59,Extra Special / Strong Bitter (ESB),12,Summit Brewing Company,St. Paul,MN,Other,Other
Hopvale Organic Ale,2473,0.047,55,139-59,American Pale Ale (APA),16,Summit Brewing Company,St. Paul,MN,Ale,Ale
Unchained #18 Hop Silo,2415,0.083,100,139-59,American Double / Imperial IPA,16,Summit Brewing Company,St. Paul,MN,IPA,IPA
Tip Off,2605,0.052,29,26,Altbier,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Java Mac,2215,0.054,26.90909090909091,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Cowbell,2164,0.054,23,26,American Porter,16,Sun King Brewing Company,Indianapolis,IN,Other,Porter
Hop Up Offa That Brett (2014),2085,0.058,20,26,Belgian Pale Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
PV Muckle (2013),2084,0.083,23,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,26,Belgian Dark Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Whip Fight,2082,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Port Barrel Wee Mac ,2081,0.053,23,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Fistful Of Hops Red,2001,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Fistful of Hops Orange,2000,0.063,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Fistful of Hops Green,1996,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
30 Min Coma,1948,0.045,65,26,Belgian IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Wee Muckle,1656,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Royal Brat,1599,0.065,55,26,Extra Special / Strong Bitter (ESB),16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Osiris Pale Ale,1389,0.056,50,26,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16,Sun King Brewing Company,Indianapolis,IN,Other,Stout
Stupid Sexy Flanders,1366,0.063,23,26,Flanders Oud Bruin,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Popcorn Pilsner,1314,0.054,34.1764705882353,26,German Pilsener,16,Sun King Brewing Company,Indianapolis,IN,Other,Pilsner
Ring of Dingle,1128,0.071,27,26,Irish Dry Stout,16,Sun King Brewing Company,Indianapolis,IN,Other,Stout
Bourbon Barrel Wee Mac,1127,0.054,23,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Bourbon Barrel Johan,1049,0.099,60,26,English Barleywine,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
The Deuce,934,0.07,29.76923076923077,26,American Brown Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
The Velvet Fog,923,0.09,24,26,Quadrupel (Quad),16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Sun King Oktoberfest,874,0.055,23,26,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Indianapolis Indians Lager,739,0.052,24,26,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis,IN,Other,Lager
Indians Victory Lager (2012),698,0.052,24,26,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis,IN,Other,Lager
Chaka,660,0.08,25,26,Belgian Strong Pale Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Isis,651,0.091,91,26,American Double / Imperial IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Wee Muckle (2011),584,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis,IN,IPA,IPA
Sun King Oktoberfest (2011),526,0.055,23,26,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Johan the Barleywine,394,0.099,60,26,English Barleywine,16,Sun King Brewing Company,Indianapolis,IN,Other,Other
Wee Mac Scottish-Style Ale,213,0.054,23,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Sunlight Cream Ale,55,0.053,20,26,Cream Ale,16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Osiris Pale Ale (2010),54,0.056,50,26,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis,IN,Ale,Ale
Dam Lager,1207,0.045,23.25,456,American Amber / Red Lager,12,Sunken City Brewing Company,Hardy,VA,Other,Lager
Red Clay IPA,1206,0.07,67.57516339869281,456,American IPA,12,Sunken City Brewing Company,Hardy,VA,IPA,IPA
Todd the Axe Man,2543,0.072,67.57516339869281,62,American IPA,16,Surly Brewing Company,Brooklyn Center,MN,IPA,IPA
Doomtree,2409,0.057,44.266666666666666,62,Extra Special / Strong Bitter (ESB),16,Surly Brewing Company,Brooklyn Center,MN,Other,Other
BLAKKR,1739,0.099,85,62,American Black Ale,16,Surly Brewing Company,Brooklyn Center,MN,Ale,Ale
Overrated! West Coast Style IPA,1112,0.073,69,62,American IPA,16,Surly Brewing Company,Brooklyn Center,MN,IPA,IPA
WET,329,0.075,90,62,American IPA,16,Surly Brewing Company,Brooklyn Center,MN,IPA,IPA
Bitter Brewer,19,0.04,37,62,English Bitter,16,Surly Brewing Company,Brooklyn Center,MN,Other,Other
SurlyFest,18,0.055,34,62,Rye Beer,16,Surly Brewing Company,Brooklyn Center,MN,Other,Other
Coffee Bender,17,0.051,45,62,American Brown Ale,16,Surly Brewing Company,Brooklyn Center,MN,Ale,Ale
Bender,16,0.051,45,62,American Brown Ale,16,Surly Brewing Company,Brooklyn Center,MN,Ale,Ale
Abrasive Ale,15,0.097,120,62,American Double / Imperial IPA,16,Surly Brewing Company,Brooklyn Center,MN,IPA,IPA
Hell,14,0.051,20,62,Keller Bier / Zwickel Bier,16,Surly Brewing Company,Brooklyn Center,MN,Other,Other
CynicAle,13,0.067,33,62,Saison / Farmhouse Ale,16,Surly Brewing Company,Brooklyn Center,MN,Ale,Ale
Furious,12,0.062,99,62,American IPA,16,Surly Brewing Company,Brooklyn Center,MN,IPA,IPA
Big Nose,1242,0.073,50,448,American IPA,12,Swamp Head Brewery,Gainesville,FL,IPA,IPA
Cotton Mouth,1241,0.05,10,448,Witbier,12,Swamp Head Brewery,Gainesville,FL,Other,Other
Stump Knocker Pale Ale,1240,0.056,35,448,American Pale Ale (APA),12,Swamp Head Brewery,Gainesville,FL,Ale,Ale
Midnight Oil,1239,0.05,38,448,Oatmeal Stout,12,Swamp Head Brewery,Gainesville,FL,Other,Stout
Wild Night,1238,0.059,18,448,Cream Ale,12,Swamp Head Brewery,Gainesville,FL,Ale,Ale
Bermuda Triangle Ginger Beer,1554,0.045,22.2,382,Herbed / Spiced Beer,12,Swashbuckler Brewing Company,Manheim,PA,Other,Other
Take Two Pils,2568,0.055,35,50,German Pilsener,12,SweetWater Brewing Company,Atlanta,GA,Other,Pilsner
Waterkeeper,2551,0.057,17.59259259259259,50,Hefeweizen,12,SweetWater Brewing Company,Atlanta,GA,Other,Other
SweetWater IPA,1710,0.064,67.57516339869281,50,American IPA,12,SweetWater Brewing Company,Atlanta,GA,IPA,IPA
420 Extra Pale Ale,1709,0.054,44.619354838709675,50,American Pale Ale (APA),12,SweetWater Brewing Company,Atlanta,GA,Ale,Ale
Dodgy Knight Imperial IPA,1229,0.08,95,450,American Double / Imperial IPA,12,TailGate Beer,San Diego,CA,IPA,IPA
TailGate Saison,1164,0.05,28.391304347826086,450,Saison / Farmhouse Ale,12,TailGate Beer,San Diego,CA,Ale,Ale
TailGate IPA,663,0.05,44,450,American IPA,24,TailGate Beer,San Diego,CA,IPA,IPA
TailGate IPA,662,0.05,44,450,American IPA,12,TailGate Beer,San Diego,CA,IPA,IPA
TailGate Hefeweizen,623,0.049,28,450,Hefeweizen,24,TailGate Beer,San Diego,CA,Other,Other
Blacktop Blonde,622,0.05,19,450,American Blonde Ale,24,TailGate Beer,San Diego,CA,Ale,Ale
Blacktop Blonde,362,0.05,19,450,American Blonde Ale,12,TailGate Beer,San Diego,CA,Ale,Ale
TailGate Hefeweizen,361,0.049,28,450,Hefeweizen,12,TailGate Beer,San Diego,CA,Other,Other
Wooden Rooster,2575,0.085,34,46,Tripel,16.9,Tallgrass Brewing Company,Manhattan,KS,Other,Other
Ginger Peach Saison,2555,0.048,20,46,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Zombie Monkie,1736,0.062,35,46,American Porter,16,Tallgrass Brewing Company,Manhattan,KS,Other,Porter
Wild Plum Farmhouse Ale,1196,0.056,20,46,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Vanilla Bean Buffalo Sweat,1063,0.05,20,46,Oatmeal Stout,16,Tallgrass Brewing Company,Manhattan,KS,Other,Stout
Ethos IPA,1017,0.068,110,46,American IPA,16,Tallgrass Brewing Company,Manhattan,KS,IPA,IPA
Tallgrass Pub Ale,1009,0.044,12,46,American Brown Ale,16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Oasis,912,0.072,93,46,Extra Special / Strong Bitter (ESB),16,Tallgrass Brewing Company,Manhattan,KS,Other,Other
Buffalo Sweat,765,0.05,20,46,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan,KS,Other,Stout
Halcyon Unfiltered Wheat,676,0.05,20,46,American Pale Wheat Ale,16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
8-Bit Pale Ale,595,0.052,44.619354838709675,46,American Pale Ale (APA),16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Velvet Rooster,537,0.085,23.5,46,Tripel,16,Tallgrass Brewing Company,Manhattan,KS,Other,Other
Halcyon Unfiltered Wheat,412,0.05,20,46,American Pale Wheat Ale,12,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Köld Lager (2010),105,0.05,16,46,German Pilsener,16,Tallgrass Brewing Company,Manhattan,KS,Other,Pilsner
Oasis (2010),104,0.072,93,46,American Double / Imperial IPA,16,Tallgrass Brewing Company,Manhattan,KS,IPA,IPA
Tallgrass Ale,103,0.044,22,46,American Brown Ale,16,Tallgrass Brewing Company,Manhattan,KS,Ale,Ale
Buffalo Sweat (2010),102,0.05,20,46,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan,KS,Other,Stout
Tallgrass IPA,101,0.063,60,46,American IPA,16,Tallgrass Brewing Company,Manhattan,KS,IPA,IPA
Hat Trick Hop IPA,1433,0.068,67.57516339869281,410,American IPA,16,Tamarack Brewing Company,Lakeside,MT,IPA,IPA
Yard Sale Amber Ale,1432,0.056,35.69135802469136,410,American Amber / Red Ale,16,Tamarack Brewing Company,Lakeside,MT,Ale,Ale
Loafin Bräu,936,0.055,34.125,491,Altbier,16,Tampa Bay Brewing Company,Tampa,FL,Other,Other
Old Elephant Foot IPA,544,0.07,80,491,American IPA,16,Tampa Bay Brewing Company,Tampa,FL,IPA,IPA
Peck's Porter,2640,0.065,35,8,American Porter,16,Tapistry Brewing,Bridgman,MI,Other,Porter
Reactor,2448,0.07,67.57516339869281,8,American IPA,16,Tapistry Brewing,Bridgman,MI,IPA,IPA
Mr. Orange,2447,0.057,16.208333333333332,8,Witbier,16,Tapistry Brewing,Bridgman,MI,Other,Other
Deduction,2601,0.08,22,29,Dubbel,12,Taxman Brewing Company,Bargersville,IN,Other,Other
Face Down Brown Ale,973,0.057,29.76923076923077,481,American Brown Ale,12,Telluride Brewing Company,Telluride,CO,Ale,Ale
