Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State,Ale,Category
Texicali ,2526,0.065,33,67,American Brown Ale,12,Freetail Brewing Company,San Antonio,TX,Ale,Ale
Pinata Protest,2525,0.06,16.208333333333332,67,Witbier,12,Freetail Brewing Company,San Antonio,TX,Other,Other
Bat Outta Helles,2524,0.042,20,67,Munich Helles Lager,12,Freetail Brewing Company,San Antonio,TX,Other,Lager
Original,2523,0.068,35.69135802469136,67,American Amber / Red Ale,12,Freetail Brewing Company,San Antonio,TX,Ale,Ale
Rye Wit,2522,0.042,10,67,Witbier,12,Freetail Brewing Company,San Antonio,TX,Other,Other
Soul Doubt,2521,0.059,70,67,American IPA,12,Freetail Brewing Company,San Antonio,TX,IPA,IPA
Yo Soy Un Berliner,2520,0.044,5,67,Berliner Weissbier,12,Freetail Brewing Company,San Antonio,TX,Other,Other
77 Fremont Select Spring Session IPA,1174,0.04,67.57516339869281,461,American IPA,12,Fremont Brewing Company,Seattle,WA,IPA,IPA
Fremont Organic Pale Ale,1116,0.045,44.619354838709675,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle,WA,Ale,Ale
Abominable Ale,994,0.08,54,461,English Strong Ale,12,Fremont Brewing Company,Seattle,WA,Ale,Ale
Harvest Ale,901,0.065,35,461,Saison / Farmhouse Ale,12,Fremont Brewing Company,Seattle,WA,Ale,Ale
Fremont Summer Ale,875,0.065,45,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle,WA,Ale,Ale
Universale Pale Ale,858,0.056,30,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle,WA,Ale,Ale
Interurban IPA,857,0.065,80,461,American IPA,12,Fremont Brewing Company,Seattle,WA,IPA,IPA
Gateway Kolsch Style Ale,1300,0.053,32,434,Kölsch,12,French Broad Brewery,Asheville,NC,Other,Other
Wee-Heavy-Er Scotch Ale,1260,0.07,24,434,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville,NC,Ale,Ale
13 Rebels ESB,1259,0.052,42,434,Extra Special / Strong Bitter (ESB),12,French Broad Brewery,Asheville,NC,Other,Other
Salamander Slam,2254,0.07,73,181,American IPA,16,Frog Level Brewing Company,Waynesville,NC,IPA,IPA
Cack-A-Lacky,1658,0.05,44.619354838709675,348,American Pale Ale (APA),12,Fullsteam Brewery,Durham,NC,Ale,Ale
No Wake IPA,2077,0.072,50,229,American IPA,12,Geneva Lake Brewing Company,Lake Geneva,WI,IPA,IPA
Boathouse Blonde,2076,0.049,15,229,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva,WI,Ale,Ale
Cedar Point,2075,0.05,26,229,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva,WI,Ale,Ale
Clean Shave IPA,2426,0.067,70,107,American IPA,12,Glabrous Brewing Company,Pineland,ME,IPA,IPA
Might As Well IPL,2045,0.072,75,241,American Pale Lager,16,Golden Road Brewing,Los Angeles,CA,Other,Lager
Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles,CA,Ale,Ale
2020 IPA,1777,0.074,74,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Better Weather IPA,1641,0.094,92,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Point the Way IPA,1490,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Golden Road Hefeweizen,1489,0.046,15,241,Hefeweizen,16,Golden Road Brewing,Los Angeles,CA,Other,Other
Heal the Bay IPA,1399,0.068,65,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Point the Way IPA,1296,0.059,60,241,American IPA,12,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Cabrillo Kölsch,1034,0.05,21.77777777777778,241,Kölsch,16,Golden Road Brewing,Los Angeles,CA,Other,Other
Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,Golden Road Brewing,Los Angeles,CA,Ale,Ale
Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Point the Way IPA (2012),549,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles,CA,IPA,IPA
Golden Road Hefeweizen (2012),548,0.046,15,241,Hefeweizen,16,Golden Road Brewing,Los Angeles,CA,Other,Other
Vanilla Porter,2587,0.07,11,40,American Porter,16,Gonzo's BiggDogg Brewing,Kalamazoo,MI,Other,Porter
Descender IPA,1109,0.07,70,465,American IPA,12,Good Life Brewing Company,Bend,OR,IPA,IPA
Sweet As Pacific Ale,1108,0.06,18,465,American Pale Wheat Ale,12,Good Life Brewing Company,Bend,OR,Ale,Ale
Good People Pale Ale,1000,0.056,36,479,American Pale Ale (APA),12,Good People Brewing Company,Birmingham,AL,Ale,Ale
Snake Handler Double IPA,312,0.093,103,479,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham,AL,IPA,IPA
Coffee Oatmeal Stout,311,0.06,54,479,Oatmeal Stout,12,Good People Brewing Company,Birmingham,AL,Other,Stout
Good People IPA,309,0.06,64,479,American IPA,12,Good People Brewing Company,Birmingham,AL,IPA,IPA
Good People American Brown Ale,308,0.058,36,479,American Brown Ale,12,Good People Brewing Company,Birmingham,AL,Ale,Ale
Mountain Rescue Pale Ale,2205,0.055,40,195,American Pale Ale (APA),12,Goodlife Brewing Co.,Bend,OR,Ale,Ale
Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,Goose Island Brewery Company,Chicago,IL,IPA,IPA
312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago,IL,Ale,Ale
312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago,IL,Ale,Ale
312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago,IL,Ale,Ale
312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago,IL,Ale,Ale
312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago,IL,Ale,Ale
Beaver Logger,1383,0.052,19,421,American Pale Lager,12,Gore Range Brewery,Edwards,CO,Other,Lager
White Water Wheat,477,0.05,20.467741935483872,537,American Pale Wheat Ale,12,Grand Canyon Brewing Company,Williams,AZ,Ale,Ale
Grand Canyon American Pilsner,476,0.052,23.133333333333333,537,American Pilsner,12,Grand Canyon Brewing Company,Williams,AZ,Other,Pilsner
Grand Canyon Sunset Amber Ale,143,0.054,35.69135802469136,537,American Amber / Red Ale,12,Grand Canyon Brewing Company,Williams,AZ,Ale,Ale
Black Iron India Pale Ale,142,0.063,65,537,American IPA,12,Grand Canyon Brewing Company,Williams,AZ,IPA,IPA
Monarch Classic American Wheat,2129,0.043,21,214,American Pale Wheat Ale,12,Grapevine Craft Brewery,Farmers Branch,TX,Ale,Ale
Sir William's English Brown Ale,2127,0.049,21,214,English Brown Ale,12,Grapevine Craft Brewery,Farmers Branch,TX,Ale,Ale
Lakefire Rye Pale Ale,2126,0.055,35,214,American Pale Ale (APA),12,Grapevine Craft Brewery,Farmers Branch,TX,Ale,Ale
Beer Agent Re-Ignition,2303,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Cherry Ale,1990,0.057,18,166,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora,IN,Other,Other
Bourbon Barrel Aged Coconut Porter,1702,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora,IN,Other,Porter
Great Crescent IPA,1701,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora,IN,IPA,IPA
Aurora Lager,1700,0.057,27,166,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora,IN,Other,Lager
Great Crescent Blonde Ale,1699,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Great Crescent Coconut Porter,1269,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora,IN,Other,Porter
Great Crescent Oktoberfest Lager,930,0.057,25,166,Märzen / Oktoberfest,16,Great Crescent Brewery,Aurora,IN,Other,Other
Great Crescent Brown Ale,649,0.045,36,166,American Brown Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Cherry Ale (1),639,0.057,18,166,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora,IN,Other,Other
Aurora Lager (2011),626,0.057,27,166,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora,IN,Other,Lager
Frosted Fields Winter Wheat,615,0.06,25,166,American Dark Wheat Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Great Crescent Belgian Style Wit,478,0.051,13,166,Witbier,16,Great Crescent Brewery,Aurora,IN,Other,Other
Bourbon's Barrel Stout,455,0.075,65,166,American Stout,16,Great Crescent Brewery,Aurora,IN,Other,Stout
Great Crescent Stout,442,0.08,66,166,English Stout,16,Great Crescent Brewery,Aurora,IN,Other,Stout
Great Crescent Coconut Porter (2012),441,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora,IN,Other,Porter
Great Crescent Dark Lager,440,0.057,23,166,Euro Dark Lager,16,Great Crescent Brewery,Aurora,IN,Other,Lager
Great Crescent Mild Ale,439,0.042,26,166,English Dark Mild Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Great Crescent IPA (2011),436,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora,IN,IPA,IPA
Great Crescent Blonde Ale (2011),389,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora,IN,Ale,Ale
Denver Pale Ale (Artist Series No. 1),2650,0.05,44.619354838709675,7,American Pale Ale (APA),12,Great Divide Brewing Company,Denver,CO,Ale,Ale
Hibernation Ale,2649,0.087,40,7,Old Ale,12,Great Divide Brewing Company,Denver,CO,Ale,Ale
Whitewater,2648,0.061,20.467741935483872,7,American Pale Wheat Ale,12,Great Divide Brewing Company,Denver,CO,Ale,Ale
Rumble,2647,0.071,67.57516339869281,7,American IPA,12,Great Divide Brewing Company,Denver,CO,IPA,IPA
Orabelle,2646,0.083,23.5,7,Tripel,12,Great Divide Brewing Company,Denver,CO,Other,Other
Lasso,2645,0.05,67.57516339869281,7,American IPA,12,Great Divide Brewing Company,Denver,CO,IPA,IPA
Yeti  Imperial Stout,2644,0.095,75,7,Russian Imperial Stout,12,Great Divide Brewing Company,Denver,CO,Other,Stout
Colette,2643,0.073,28.391304347826086,7,Saison / Farmhouse Ale,12,Great Divide Brewing Company,Denver,CO,Ale,Ale
Titan IPA,2642,0.071,67.57516339869281,7,American IPA,12,Great Divide Brewing Company,Denver,CO,IPA,IPA
Black Star Double Hopped Golden Lager (24 oz.),404,0.045,15,544,American Pale Lager,24,Great Northern Brewing Company,Whitefish,MT,Other,Lager
Black Star Double Hopped Golden Lager (12 oz.),164,0.045,15,544,American Pale Lager,12,Great Northern Brewing Company,Whitefish,MT,Other,Lager
Commotion APA,1923,0.052,49,270,American Pale Ale (APA),12,Great Raft Brewing Company,Shreveport,LA,Ale,Ale
Southern Drawl Pale Lager,1922,0.052,26.75,270,American Pale Lager,12,Great Raft Brewing Company,Shreveport,LA,Other,Lager
Chickawawa Lemonale,1604,0.05,5,366,Fruit / Vegetable Beer,12,Great River Brewery,Davenport,IA,Other,Other
Barrel Aged Farmer,1574,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
Great River Golden Ale,1446,0.048,21.126984126984127,366,American Blonde Ale,12,Great River Brewery,Davenport,IA,Ale,Ale
Dirty Blonde Chocolate Ale,1275,0.048,21.126984126984127,366,American Blonde Ale,12,Great River Brewery,Davenport,IA,Ale,Ale
Dos Pistolas,1244,0.048,20,366,Vienna Lager,12,Great River Brewery,Davenport,IA,Other,Lager
Owney Irish Style Red Ale,1064,0.05,30,366,Irish Red Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
Aaah Bock Lager,1028,0.06,24.357142857142858,366,Vienna Lager,16,Great River Brewery,Davenport,IA,Other,Lager
Widespread Wit,865,0.055,10,366,Witbier,16,Great River Brewery,Davenport,IA,Other,Other
Roller Dam Red Ale,864,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
483 Pale Ale,863,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport,IA,Ale,Ale
Hop A Potamus Double Dark Rye Pale Ale,672,0.09,99,366,Rye Beer,16,Great River Brewery,Davenport,IA,Other,Other
Farmer Brown Ale,655,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
Big Cock IPA,540,0.07,70,366,American IPA,16,Great River Brewery,Davenport,IA,IPA,IPA
Oktoberfest,539,0.059,25,366,Märzen / Oktoberfest,16,Great River Brewery,Davenport,IA,Other,Other
40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,366,American Amber / Red Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
Redband Stout,371,0.06,36,366,American Stout,16,Great River Brewery,Davenport,IA,Other,Stout
483 Pale Ale (2010),190,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport,IA,Ale,Ale
Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport,IA,Ale,Ale
Pablo Beach Pale Ale,1106,0.05,30,467,American Pale Ale (APA),12,Green Room Brewing,Jacksonville,FL,Ale,Ale
Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg,WV,Ale,Ale
Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg,WV,Ale,Ale
Autumn Winds Fest Beer,2461,0.058,23.59090909090909,87,Märzen / Oktoberfest,16,Grey Sail Brewing Company,Westerly,RI,Other,Other
Captain's Daughter,2044,0.085,69,87,American Double / Imperial IPA,12,Grey Sail Brewing Company,Westerly,RI,IPA,IPA
Autumn Winds,1567,0.058,23.59090909090909,380,Märzen / Oktoberfest,16,Grey Sail Brewing of Rhode Island,Westerly,RI,Other,Other
Flying Jenny Extra Pale Ale,1505,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly,RI,Ale,Ale
Hazy Day Belgian-Style Wit,1186,0.04,20,380,Witbier,16,Grey Sail Brewing of Rhode Island,Westerly,RI,Other,Other
Bring Back the Beach Blonde Ale,1185,0.055,21.126984126984127,380,American Blonde Ale,16,Grey Sail Brewing of Rhode Island,Westerly,RI,Ale,Ale
Leaning Chimney Smoked Porter,984,0.06,34,380,American Porter,16,Grey Sail Brewing of Rhode Island,Westerly,RI,Other,Porter
Flying Jenny Extra Pale Ale (2012),693,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly,RI,Ale,Ale
Flagship Ale,631,0.049,22,380,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly,RI,Ale,Ale
Mr. Blue Sky,2375,0.045,6,125,American Pale Wheat Ale,16,Griffin Claw Brewing Company,Birmingham,MI,Ale,Ale
3 Scrooges,2143,0.065,24.625,125,Winter Warmer,16,Griffin Claw Brewing Company,Birmingham,MI,Other,Other
Screamin’ Pumpkin,2142,0.05,25,125,Pumpkin Ale,16,Griffin Claw Brewing Company,Birmingham,MI,Ale,Ale
Grand Trunk Bohemian Pils,2141,0.05,35,125,Czech Pilsener,16,Griffin Claw Brewing Company,Birmingham,MI,Other,Pilsner
El Rojo,2140,0.065,25,125,American Amber / Red Ale,16,Griffin Claw Brewing Company,Birmingham,MI,Ale,Ale
Norm's Raggedy Ass IPA,2139,0.075,67.57516339869281,125,American IPA,16,Griffin Claw Brewing Company,Birmingham,MI,IPA,IPA
Grind Line,2138,0.05,35,125,American Pale Ale (APA),16,Griffin Claw Brewing Company,Birmingham,MI,Ale,Ale
Norm's Gateway IPA,2007,0.04,55,125,American IPA,12,Griffin Claw Brewing Company,Birmingham,MI,IPA,IPA
Lemon Shandy Tripel,1570,0.09,23.5,125,Tripel,16,Griffin Claw Brewing Company,Birmingham,MI,Other,Other
Little Red Cap,2339,0.063,43,145,Altbier,12,Grimm Brothers Brewhouse,Loveland,CO,Other,Other
Supergoose IPA,1857,0.069,67,291,American IPA,12,Hale's Ales,Seattle,WA,IPA,IPA
Hale's Pale American Ale,1440,0.047,44.619354838709675,291,American Pale Ale (APA),12,Hale's Ales,Seattle,WA,Ale,Ale
Heyoka IPA,1753,0.07,67.57516339869281,328,American IPA,16,Half Acre Beer Company,Chicago,IL,IPA,IPA
Guest Lager,1448,0.08,85,328,American Double / Imperial Pilsner,16,Half Acre Beer Company,Chicago,IL,Other,Pilsner
Pony Pilsner,1134,0.057,34.1764705882353,328,German Pilsener,16,Half Acre Beer Company,Chicago,IL,Other,Pilsner
Akari Shogun American Wheat Ale,1066,0.055,20.467741935483872,328,American Pale Wheat Ale,16,Half Acre Beer Company,Chicago,IL,Ale,Ale
Meat Wave,849,0.06,54.714285714285715,328,English India Pale Ale (IPA),16,Half Acre Beer Company,Chicago,IL,IPA,IPA
Over Ale,352,0.06,29.76923076923077,328,American Brown Ale,16,Half Acre Beer Company,Chicago,IL,Ale,Ale
Gossamer Golden Ale,149,0.042,21.126984126984127,328,American Blonde Ale,16,Half Acre Beer Company,Chicago,IL,Ale,Ale
Daisy Cutter Pale Ale,148,0.052,44.619354838709675,328,American Pale Ale (APA),16,Half Acre Beer Company,Chicago,IL,Ale,Ale
Pursuit,2026,0.07,40,249,American IPA,12,Half Full Brewery,Stamford,CT,IPA,IPA
Half Full Bright Ale,1361,0.052,18,249,American Blonde Ale,12,Half Full Brewery,Stamford,CT,Ale,Ale
Orange Wheat,1016,0.046,17,477,Fruit / Vegetable Beer,12,Hangar 24 Craft Brewery,Redlands,CA,Other,Other
Hangar 24 Helles Lager,1015,0.043,14,477,Munich Helles Lager,12,Hangar 24 Craft Brewery,Redlands,CA,Other,Lager
The Great Return,1677,0.075,70,344,American IPA,16,Hardywood Park Craft Brewery,Richmond,VA,IPA,IPA
Hardywood Cream Ale,1331,0.044,18,344,Cream Ale,12,Hardywood Park Craft Brewery,Richmond,VA,Ale,Ale
Capital Trail Pale Ale,1270,0.056,55,344,American Pale Ale (APA),12,Hardywood Park Craft Brewery,Richmond,VA,Ale,Ale
UFO Gingerland,2059,0.052,15,235,Herbed / Spiced Beer,12,Harpoon Brewery,Boston,MA,Other,Other
The Long Thaw White IPA,1653,0.062,45,235,American White IPA,12,Harpoon Brewery,Boston,MA,IPA,IPA
Harpoon Summer Beer,1380,0.05,28,235,Kölsch,12,Harpoon Brewery,Boston,MA,Other,Other
Harpoon IPA,1379,0.059,42,235,American IPA,12,Harpoon Brewery,Boston,MA,IPA,IPA
UFO Pumpkin,1340,0.059,20,235,Pumpkin Ale,12,Harpoon Brewery,Boston,MA,Ale,Ale
Harpoon Octoberfest,1313,0.055,30,235,Märzen / Oktoberfest,12,Harpoon Brewery,Boston,MA,Other,Other
Harpoon IPA (2012),770,0.059,42,235,American IPA,12,Harpoon Brewery,Boston,MA,IPA,IPA
Harpoon Summer Beer (2012),769,0.05,28,235,Kölsch,12,Harpoon Brewery,Boston,MA,Other,Other
UFO White,610,0.048,10,235,American Pale Wheat Ale,12,Harpoon Brewery,Boston,MA,Ale,Ale
Harpoon Summer Beer (2010),192,0.05,28,235,Kölsch,12,Harpoon Brewery,Boston,MA,Other,Other
Harpoon IPA (2010),126,0.059,42,235,American IPA,12,Harpoon Brewery,Boston,MA,IPA,IPA
Great Falls Select Pale Ale,506,0.05,30,536,American Blonde Ale,12,Harvest Moon Brewing Company,Belt,MT,Ale,Ale
Beltian White,181,0.048,16.208333333333332,536,Witbier,12,Harvest Moon Brewing Company,Belt,MT,Other,Other
Kaua'i Golden Ale,2183,0.049,21.126984126984127,205,American Blonde Ale,12,Hawai'i Nui Brewing Co.,Hilo,HI,Ale,Ale
Sunset Amber,2182,0.054,44.619354838709675,205,American Pale Ale (APA),12,Hawai'i Nui Brewing Co.,Hilo,HI,Ale,Ale
Hapa Brown Ale,2181,0.064,29.76923076923077,205,American Brown Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,HI,Ale,Ale
Hapa Brown Ale,2180,0.064,29.76923076923077,205,American Brown Ale,12,Hawai'i Nui Brewing Co.,Hilo,HI,Ale,Ale
Groupe G,1895,0.076,65,281,Belgian IPA,16,Headlands Brewing Company,Mill Valley,CA,IPA,IPA
Pt. Bonita Rustic Lager,1894,0.062,40,281,American Pale Lager,16,Headlands Brewing Company,Mill Valley,CA,Other,Lager
Hill 88 Double IPA,1893,0.088,77,281,American Double / Imperial IPA,16,Headlands Brewing Company,Mill Valley,CA,IPA,IPA
Loose Cannon,990,0.072,45,480,American IPA,12,Heavy Seas Beer,Halethorpe,MD,IPA,IPA
AARGHtoberfest!,989,0.06,30,480,Märzen / Oktoberfest,12,Heavy Seas Beer,Halethorpe,MD,Other,Other
Davy Jones Lager,988,0.06,20.333333333333332,480,Cream Ale,12,Heavy Seas Beer,Halethorpe,MD,Ale,Ale
Grazias,1351,0.063,30,424,Cream Ale,16,Hess Brewing Company,San Diego,CA,Ale,Ale
Habitus IPA,1346,0.08,86,424,American IPA,16,Hess Brewing Company,San Diego,CA,IPA,IPA
Ex Umbris Rye Imperial Stout,904,0.099,85,424,American Double / Imperial Stout,16,Hess Brewing Company,San Diego,CA,Other,Stout
The Golden One,2295,0.063,21,169,American Pilsner,12,High Hops Brewery,Windsor,CO,Other,Pilsner
The Power of Zeus,2294,0.07,68,169,American Pale Ale (APA),12,High Hops Brewery,Windsor,CO,Ale,Ale
Tonganoxie Honey Wheat,824,0.044,22,501,American Pale Wheat Ale,12,High Noon Saloon And Brewery,Leavenworth,KS,Ale,Ale
Oregon Trail Unfiltered Raspberry Wheat,616,0.045,14.2,501,Fruit / Vegetable Beer,12,High Noon Saloon And Brewery,Leavenworth,KS,Other,Other
Annie's Amber Ale,96,0.055,35.69135802469136,501,American Amber / Red Ale,12,High Noon Saloon And Brewery,Leavenworth,KS,Ale,Ale
The 12th Can™,1615,0.045,32,363,American Pale Ale (APA),16,Hilliard's Beer,Seattle,WA,Ale,Ale
Hilliard's Pils,889,0.055,34,363,Czech Pilsener,16,Hilliard's Beer,Seattle,WA,Other,Pilsner
Hilliard's Blonde,724,0.049,20,363,American Blonde Ale,16,Hilliard's Beer,Seattle,WA,Ale,Ale
Hilliard's Amber Ale,497,0.055,60,363,American Amber / Red Ale,16,Hilliard's Beer,Seattle,WA,Ale,Ale
Hilliard's Saison,496,0.066,30,363,Saison / Farmhouse Ale,16,Hilliard's Beer,Seattle,WA,Ale,Ale
White Cap White IPA,1652,0.042,48.833333333333336,350,American White IPA,16,Hinterland Brewery,Green Bay,WI,IPA,IPA
Provision,1835,0.042,25,298,Saison / Farmhouse Ale,12,Hop Farm Brewing Company,Pittsburgh,PA,Ale,Ale
One Nut Brown,1834,0.047,28,298,American Brown Ale,12,Hop Farm Brewing Company,Pittsburgh,PA,Ale,Ale
Hop Farm IPA,1833,0.058,45,298,American IPA,12,Hop Farm Brewing Company,Pittsburgh,PA,IPA,IPA
Double D Blonde,2195,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield,OR,Ale,Ale
Festeroo Winter Ale,1605,0.078,60,199,American Strong Ale,12,Hop Valley Brewing Company,Springfield,OR,Ale,Ale
Proxima IPA,1543,0.063,70,199,American IPA,12,Hop Valley Brewing Company,Springfield,OR,IPA,IPA
Double D Blonde (2013),1390,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield,OR,Ale,Ale
